SensorID,MeasurementType,MeasurementValue,MeasurementDateTime,FarmName,Location,UserID,PlantName,HarvestDate,Quantity,SystemName,OptimalPH,OptimalHumidity,SensorType,SystemID,UserName,Email,PasswordHash,MaintenanceDate,Description,Type
,,,,Green Thumb Co.,,,Oregano,2023-05-03,88.1,,,,,,,,,,,
,,,,Urban Oasis,,,Strawberries,2023-11-10,85.27,,,,,,,,,,,
,,,,Hydro Haven,,,Blackberries,2023-07-17,11.5,,,,,,,,,,,
,,,,Green Valley,,,Asparagus,2023-09-16,92.38,,,,,,,,,,,
,,,,Aquaponic Acres,,,Peas,2023-06-03,2.88,,,,,,,,,,,
,,,,Hydro Growers,,,Carrot,2023-01-21,99.62,,,,,,,,,,,
,,,,Blooming Farm,,,Asparagus,2023-08-04,52.17,,,,,,,,,,,
,,,,Future AgriTech,,,Beets,2023-02-14,29.14,,,,,,,,,,,
,,,,Nature's Basket,,,Raspberries,2023-11-21,77.88,,,,,,,,,,,
,,,,Green Valley,,,Dill,2023-01-07,80.14,,,,,,,,,,,
,,,,Harvest Central,,,Sage,2023-12-01,73.49,,,,,,,,,,,
,,,,Hydro Haven,,,Peas,2023-12-21,40.01,,,,,,,,,,,
,,,,Green Fields,,,Pumpkin,2023-09-27,89.41,,,,,,,,,,,
,,,,Eco Paradise,,,Chives,2023-10-14,10.71,,,,,,,,,,,
,,,,Urban Oasis,,,Thyme,2023-09-22,25.97,,,,,,,,,,,
,,,,Aquaponic Acres,,,Chard,2023-05-26,56.08,,,,,,,,,,,
,,,,Eco Paradise,,,Escarole,2023-04-12,1.68,,,,,,,,,,,
,,,,Green Valley,,,Zucchini,2023-12-08,98.02,,,,,,,,,,,
,,,,Future AgriTech,,,Fennel,2023-04-16,53.8,,,,,,,,,,,
,,,,Blooming Farm,,,Celery,2023-05-05,8.49,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Gooseberries,2023-06-06,68.27,,,,,,,,,,,
,,,,Blooming Farm,,,Watercress,2023-02-27,85.45,,,,,,,,,,,
,,,,Green Thumb Co.,,,Raspberries,2023-07-02,5.67,,,,,,,,,,,
,,,,Hydro Growers,,,Watercress,2023-09-27,91.16,,,,,,,,,,,
,,,,Green Fields,,,Peas,2023-09-28,63.13,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Turnips,2023-03-07,89.3,,,,,,,,,,,
,,,,Hydro Growers,,,Watercress,2023-01-25,91.61,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Asparagus,2023-05-12,63.32,,,,,,,,,,,
,,,,Sprout Space,,,Carrot,2023-07-05,70.01,,,,,,,,,,,
,,,,Eco Paradise,,,Arugula,2023-05-14,4.86,,,,,,,,,,,
,,,,Urban Oasis,,,Chard,2023-08-13,80.96,,,,,,,,,,,
,,,,Green Thumb Co.,,,Cilantro,2023-04-07,53.11,,,,,,,,,,,
,,,,Hydro Growers,,,Lettuce,2023-05-20,82.4,,,,,,,,,,,
,,,,Sprout Space,,,Tomatoes,2023-12-04,83.05,,,,,,,,,,,
,,,,Future AgriTech,,,Cauliflower,2023-06-17,94.3,,,,,,,,,,,
,,,,Green Fields,,,Endive,2023-09-28,3.77,,,,,,,,,,,
,,,,Green Valley,,,Escarole,2023-02-12,77.98,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Cauliflower,2023-01-05,77.99,,,,,,,,,,,
,,,,Eco Paradise,,,Zucchini,2023-08-28,60.82,,,,,,,,,,,
,,,,Green Fields,,,Blueberries,2023-12-07,94.06,,,,,,,,,,,
,,,,Green Thumb Co.,,,Onions,2023-05-26,55.3,,,,,,,,,,,
,,,,Urban Oasis,,,Endive,2023-06-07,94.53,,,,,,,,,,,
,,,,Sprout Space,,,Cucumber,2023-04-13,1.84,,,,,,,,,,,
,,,,Future AgriTech,,,Celery,2023-07-23,61.3,,,,,,,,,,,
,,,,Green Fields,,,Green Beans,2023-04-10,55.85,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Currants,2023-07-10,50.79,,,,,,,,,,,
,,,,Sprout Space,,,Onions,2023-03-06,29.48,,,,,,,,,,,
,,,,Hydro Haven,,,Onions,2023-06-26,53.83,,,,,,,,,,,
,,,,Green Thumb Co.,,,Cauliflower,2023-07-17,27.17,,,,,,,,,,,
,,,,Urban Oasis,,,Rutabaga,2023-01-21,48.91,,,,,,,,,,,
,,,,Hydro Haven,,,Zucchini,2023-12-05,80.95,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Broccoli,2023-01-21,30.14,,,,,,,,,,,
,,,,Green Valley,,,Rosemary,2023-02-17,20.93,,,,,,,,,,,
,,,,Hydro Growers,,,Cranberries,2023-08-08,68.87,,,,,,,,,,,
,,,,Green Thumb Co.,,,Mint,2023-12-04,73.21,,,,,,,,,,,
,,,,Hydro Haven,,,Arugula,2023-02-16,82.47,,,,,,,,,,,
,,,,Blooming Farm,,,Cauliflower,2023-12-04,30.66,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Artichoke,2023-05-20,69.16,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Zucchini,2023-01-16,42.24,,,,,,,,,,,
,,,,Hydro Growers,,,Okra,2023-05-08,49.21,,,,,,,,,,,
,,,,Blooming Farm,,,Kale,2023-05-08,7.64,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Tomatoes,2023-01-13,45.65,,,,,,,,,,,
,,,,Green Valley,,,Broccoli,2023-12-07,55.71,,,,,,,,,,,
,,,,Blooming Farm,,,Spinach,2023-10-05,92.71,,,,,,,,,,,
,,,,Blooming Farm,,,Peppers,2023-11-07,27.15,,,,,,,,,,,
,,,,Blooming Farm,,,Cilantro,2023-10-16,2.1,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Oregano,2023-07-14,86.26,,,,,,,,,,,
,,,,Hydro Growers,,,Raspberries,2023-04-13,67.07,,,,,,,,,,,
,,,,Green Valley,,,Blackberries,2023-03-20,62.06,,,,,,,,,,,
,,,,Aquaponic Acres,,,Broccoli,2023-06-04,48.29,,,,,,,,,,,
,,,,Hydro Haven,,,Basil,2023-12-24,31.77,,,,,,,,,,,
,,,,Hydro Haven,,,Blueberries,2023-01-18,22.16,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Peas,2023-05-27,20.86,,,,,,,,,,,
,,,,Urban Oasis,,,Beets,2023-03-21,18.82,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Sweet Corn,2023-06-21,22.34,,,,,,,,,,,
,,,,Future AgriTech,,,Garlic,2023-12-21,4.39,,,,,,,,,,,
,,,,Green Thumb Co.,,,Chives,2023-01-01,70.77,,,,,,,,,,,
,,,,Hydro Growers,,,Cauliflower,2023-06-01,32.27,,,,,,,,,,,
,,,,Hydro Haven,,,Lettuce,2023-05-03,78.27,,,,,,,,,,,
,,,,Future AgriTech,,,Cauliflower,2023-07-04,63.58,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Parsley,2023-12-26,91.08,,,,,,,,,,,
,,,,Green Valley,,,Tomatoes,2023-09-02,95.48,,,,,,,,,,,
,,,,Hydro Growers,,,Raspberries,2023-08-16,60.46,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Arugula,2023-06-06,87.95,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Turnips,2023-03-07,13.52,,,,,,,,,,,
,,,,Nature's Basket,,,Squash,2023-12-07,2.59,,,,,,,,,,,
,,,,Green Fields,,,Broccoli,2023-09-12,3.66,,,,,,,,,,,
,,,,Fresh Roots Farm,,,Raspberries,2023-05-10,24.59,,,,,,,,,,,
,,,,Harvest Central,,,Thyme,2023-02-08,69.84,,,,,,,,,,,
,,,,Future AgriTech,,,Raspberries,2023-04-19,9.58,,,,,,,,,,,
,,,,Sustainable Sprouts,,,Zucchini,2023-10-08,87.82,,,,,,,,,,,
,,,,Eco Paradise,,,Asparagus,2023-01-16,24.19,,,,,,,,,,,
,,,,Hydro Haven,,,Turnips,2023-04-14,21.05,,,,,,,,,,,
,,,,Harvest Central,,,,,,System_1,,,,,,,,,,
,,,,Eco Paradise,,,,,,System_2,,,,,,,,,,
,,,,Green Thumb Co.,,,,,,System_3,,,,,,,,,,
,,,,Nature's Basket,,,,,,System_4,,,,,,,,,,
,,,,Sprout Space,,,,,,System_5,,,,,,,,,,
,,,,Hydro Haven,,,,,,System_6,,,,,,,,,,
,,,,Hydro Haven,,,,,,System_7,,,,,,,,,,
,,,,Hydro Haven,,,,,,System_8,,,,,,,,,,
,,,,Green Thumb Co.,,,,,,System_9,,,,,,,,,,
,,,,Hydro Growers,,,,,,System_10,,,,,,,,,,
,,,,Eco Paradise,,,,,,System_11,,,,,,,,,,
,,,,Eco Paradise,,,,,,System_12,,,,,,,,,,
,,,,Green Fields,,,,,,System_13,,,,,,,,,,
,,,,Eco Paradise,,,,,,System_14,,,,,,,,,,
,,,,Hydro Growers,,,,,,System_15,,,,,,,,,,
,,,,Green Thumb Co.,,,,,,System_16,,,,,,,,,,
,,,,Harvest Central,,,,,,System_17,,,,,,,,,,
,,,,Nature's Basket,,,,,,System_18,,,,,,,,,,
,,,,Blooming Farm,,,,,,System_19,,,,,,,,,,
,,,,Nature's Basket,,,,,,System_20,,,,,,,,,,
,,,,Future AgriTech,,,,,,System_21,,,,,,,,,,
,,,,Eco Paradise,,,,,,System_22,,,,,,,,,,
,,,,Blooming Farm,,,,,,System_23,,,,,,,,,,
,,,,Harvest Central,,,,,,System_24,,,,,,,,,,
,,,,Blooming Farm,,,,,,System_25,,,,,,,,,,
,,,,Hydro Haven,,,,,,System_26,,,,,,,,,,
,,,,Green Valley,,,,,,System_27,,,,,,,,,,
,,,,Future AgriTech,,,,,,System_28,,,,,,,,,,
,,,,Hydro Haven,,,,,,System_29,,,,,,,,,,
,,,,Future AgriTech,,,,,,System_30,,,,,,,,,,
,,,,,,,Lettuce,,,,6.24,71.3,,,,,,,,
,,,,,,,Spinach,,,,6.76,78.38,,,,,,,,
,,,,,,,Basil,,,,6.35,78.63,,,,,,,,
,,,,,,,Cilantro,,,,5.73,67.74,,,,,,,,
,,,,,,,Parsley,,,,7.24,76.35,,,,,,,,
,,,,,,,Tomatoes,,,,6.22,44.45,,,,,,,,
,,,,,,,Strawberries,,,,6.31,66.24,,,,,,,,
,,,,,,,Kale,,,,5.87,43.18,,,,,,,,
,,,,,,,Mint,,,,6.4,63.23,,,,,,,,
,,,,,,,Arugula,,,,5.79,44.98,,,,,,,,
,,,,,,,Chard,,,,6.07,77.97,,,,,,,,
,,,,,,,Thyme,,,,6.09,54.7,,,,,,,,
,,,,,,,Rosemary,,,,5.97,42.24,,,,,,,,
,,,,,,,Sage,,,,5.93,45.54,,,,,,,,
,,,,,,,Oregano,,,,6.04,60.23,,,,,,,,
,,,,,,,Peppers,,,,6.02,47.94,,,,,,,,
,,,,,,,Cucumber,,,,5.59,53.75,,,,,,,,
,,,,,,,Zucchini,,,,6.38,56.09,,,,,,,,
,,,,,,,Eggplant,,,,7.4,61.58,,,,,,,,
,,,,,,,Carrot,,,,6.89,66.52,,,,,,,,
,,,,,,,Radish,,,,5.92,76.71,,,,,,,,
,,,,,,,Broccoli,,,,6.42,43.58,,,,,,,,
,,,,,,,Cauliflower,,,,5.5,54.63,,,,,,,,
,,,,,,,Celery,,,,7.3,79.59,,,,,,,,
,,,,,,,Green Beans,,,,6.29,47.65,,,,,,,,
,,,,,,,Peas,,,,6.55,74.61,,,,,,,,
,,,,,,,Onions,,,,6.69,46.64,,,,,,,,
,,,,,,,Garlic,,,,6.67,57.69,,,,,,,,
,,,,,,,Leeks,,,,7.33,52.95,,,,,,,,
,,,,,,,Chives,,,,6.73,50.21,,,,,,,,
,,,,,,,Dill,,,,5.99,56.75,,,,,,,,
,,,,,,,Fennel,,,,7.4,61.14,,,,,,,,
,,,,,,,Beets,,,,7.03,55.8,,,,,,,,
,,,,,,,Turnips,,,,6.04,61.27,,,,,,,,
,,,,,,,Rutabaga,,,,7.37,71.26,,,,,,,,
,,,,,,,Squash,,,,7.19,43.85,,,,,,,,
,,,,,,,Pumpkin,,,,6.79,66.3,,,,,,,,
,,,,,,,Watercress,,,,7.18,64.6,,,,,,,,
,,,,,,,Endive,,,,5.69,68.6,,,,,,,,
,,,,,,,Escarole,,,,6.35,55.4,,,,,,,,
,,,,,,,Artichoke,,,,6.54,70.53,,,,,,,,
,,,,,,,Asparagus,,,,7.19,57.37,,,,,,,,
,,,,,,,Okra,,,,5.95,58.86,,,,,,,,
,,,,,,,Sweet Corn,,,,7.31,51.81,,,,,,,,
,,,,,,,Blueberries,,,,5.92,67.69,,,,,,,,
,,,,,,,Blackberries,,,,6.11,41.88,,,,,,,,
,,,,,,,Raspberries,,,,7.48,65.37,,,,,,,,
,,,,,,,Gooseberries,,,,6.57,65.7,,,,,,,,
,,,,,,,Cranberries,,,,5.8,40.17,,,,,,,,
,,,,,,,Currants,,,,5.72,41.49,,,,,,,,
,,,,,,,,,,,,,Light Intensity,7.0,,,,,,
,,,,,,,,,,,,,Temperature,19.0,,,,,,
,,,,,,,,,,,,,pH,22.0,,,,,,
,,,,,,,,,,,,,Temperature,1.0,,,,,,
,,,,,,,,,,,,,Temperature,16.0,,,,,,
,,,,,,,,,,,,,CO2,16.0,,,,,,
,,,,,,,,,,,,,CO2,6.0,,,,,,
,,,,,,,,,,,,,CO2,23.0,,,,,,
,,,,,,,,,,,,,pH,8.0,,,,,,
,,,,,,,,,,,,,Temperature,23.0,,,,,,
,,,,,,,,,,,,,Humidity,29.0,,,,,,
,,,,,,,,,,,,,Humidity,27.0,,,,,,
,,,,,,,,,,,,,CO2,4.0,,,,,,
,,,,,,,,,,,,,pH,5.0,,,,,,
,,,,,,,,,,,,,pH,5.0,,,,,,
,,,,,,,,,,,,,CO2,10.0,,,,,,
,,,,,,,,,,,,,Humidity,19.0,,,,,,
,,,,,,,,,,,,,pH,15.0,,,,,,
,,,,,,,,,,,,,pH,5.0,,,,,,
,,,,,,,,,,,,,CO2,6.0,,,,,,
,,,,,,,,,,,,,Light Intensity,25.0,,,,,,
,,,,,,,,,,,,,CO2,29.0,,,,,,
,,,,,,,,,,,,,pH,11.0,,,,,,
,,,,,,,,,,,,,Humidity,8.0,,,,,,
,,,,,,,,,,,,,pH,20.0,,,,,,
,,,,,,,,,,,,,Humidity,26.0,,,,,,
,,,,,,,,,,,,,pH,14.0,,,,,,
,,,,,,,,,,,,,Light Intensity,24.0,,,,,,
,,,,,,,,,,,,,Temperature,11.0,,,,,,
,,,,,,,,,,,,,CO2,11.0,,,,,,
,,,,,,,,,,,,,Humidity,24.0,,,,,,
,,,,,,,,,,,,,CO2,9.0,,,,,,
,,,,,,,,,,,,,Temperature,25.0,,,,,,
,,,,,,,,,,,,,pH,24.0,,,,,,
,,,,,,,,,,,,,Light Intensity,3.0,,,,,,
,,,,,,,,,,,,,Humidity,21.0,,,,,,
,,,,,,,,,,,,,pH,30.0,,,,,,
,,,,,,,,,,,,,CO2,26.0,,,,,,
,,,,,,,,,,,,,Light Intensity,2.0,,,,,,
,,,,,,,,,,,,,Light Intensity,10.0,,,,,,
,,,,,,,,,,,,,Humidity,16.0,,,,,,
,,,,,,,,,,,,,Light Intensity,20.0,,,,,,
,,,,,,,,,,,,,Humidity,28.0,,,,,,
,,,,,,,,,,,,,Temperature,9.0,,,,,,
,,,,,,,,,,,,,CO2,1.0,,,,,,
,,,,,,,,,,,,,Light Intensity,24.0,,,,,,
,,,,,,,,,,,,,Temperature,3.0,,,,,,
,,,,,,,,,,,,,pH,7.0,,,,,,
,,,,,,,,,,,,,Humidity,24.0,,,,,,
,,,,,,,,,,,,,Temperature,30.0,,,,,,
,,,,,,,,,,,,,,,Alice Johnson,alice.johnson@example.com,5f4dcc3b5aa765d61d8327deb882cf99,,,
,,,,,,,,,,,,,,,Bob Smith,bob.smith@example.com,6cb75f652a9b52798eb6cf2201057c73,,,
,,,,,,,,,,,,,,,Charlie Brown,charlie.brown@example.com,3a7bd3e2360a3dedd81e3fc0a3249eef,,,
,,,,,,,,,,,,,,,David Wilson,david.wilson@example.com,1d7f7abc18fcb43975065399b0d1e48e,,,
,,,,,,,,,,,,,,,Ella Davis,ella.davis@example.com,e99a18c428cb38d5f260853678922e03,,,
,,,,,,,,,,,,,,,Fiona Clark,fiona.clark@example.com,098f6bcd4621d373cade4e832627b4f6,,,
,,,,,,,,,,,,,,,George Martin,george.martin@example.com,b6d767d2f8ed5d21a44b0e5886680cb9,,,
,,,,,,,,,,,,,,,Hannah Scott,hannah.scott@example.com,c33367701511b4f6020ec61ded352059,,,
,,,,,,,,,,,,,,,Ian Wright,ian.wright@example.com,8f14e45fceea167a5a36dedd4bea2543,,,
,,,,,,,,,,,,,,,Jane Adams,jane.adams@example.com,45c48cce2e2d7fbdea1afc51c7c6ad26,,,
,,,,,,,,,,,,,,,Kevin Hill,kevin.hill@example.com,d41d8cd98f00b204e9800998ecf8427e,,,
,,,,,,,,,,,,,,,Laura Green,laura.green@example.com,e4da3b7fbbce2345d7772b0674a318d5,,,
,,,,,,,,,,,,,,,Mike Taylor,mike.taylor@example.com,1679091c5a880faf6fb5e6087eb1b2dc,,,
,,,,,,,,,,,,,,1.0,,,,2023-01-01,Replaced water filter,OK
,,,,,,,,,,,,,,2.0,,,,2023-01-02,Calibrated pH sensors,Warning
,,,,,,,,,,,,,,3.0,,,,2023-01-03,Checked pump functionality,Error
,,,,,,,,,,,,,,4.0,,,,2023-01-04,Cleaned hydroponic system,Critical
,,,,,,,,,,,,,,5.0,,,,2023-01-05,Replaced faulty sensor,Info
,,,,,,,,,,,,,,6.0,,,,2023-01-06,Inspected lighting system,OK
,,,,,,,,,,,,,,7.0,,,,2023-01-07,Updated software,Warning
,,,,,,,,,,,,,,8.0,,,,2023-01-08,Checked nutrient levels,Error
,,,,,,,,,,,,,,9.0,,,,2023-01-09,Flushed water lines,Critical
,,,,,,,,,,,,,,10.0,,,,2023-01-10,Cleaned algae buildup,Info
,,,,,,,,,,,,,,11.0,,,,2023-01-11,Repaired water leak,OK
,,,,,,,,,,,,,,12.0,,,,2023-01-12,Reset system settings,Warning
,,,,,,,,,,,,,,13.0,,,,2023-01-13,Tested backup power,Error
,,,,,,,,,,,,,,14.0,,,,2023-01-14,Recalibrated timers,Critical
,,,,,,,,,,,,,,15.0,,,,2023-01-15,Checked CO2 levels,Info
,,,,,,,,,,,,,,16.0,,,,2023-01-16,Inspected temperature control,OK
,,,,,,,,,,,,,,17.0,,,,2023-01-17,Cleaned ventilation system,Warning
,,,,,,,,,,,,,,18.0,,,,2023-01-18,Replaced nutrient solution,Error
,,,,,,,,,,,,,,19.0,,,,2023-01-19,Tested water pressure,Critical
,,,,,,,,,,,,,,20.0,,,,2023-01-20,Updated system firmware,Info
,,,,,,,,,,,,,,21.0,,,,2023-01-21,Replaced UV lamp,OK
,,,,,,,,,,,,,,22.0,,,,2023-01-22,Inspected structural integrity,Warning
,,,,,,,,,,,,,,23.0,,,,2023-01-23,Cleaned storage tanks,Error
,,,,,,,,,,,,,,24.0,,,,2023-01-24,Repaired wiring issues,Critical
,,,,,,,,,,,,,,25.0,,,,2023-01-25,Replaced control valve,Info
,,,,,,,,,,,,,,26.0,,,,2023-01-26,Tested emergency shutdown,OK
,,,,,,,,,,,,,,27.0,,,,2023-01-27,Inspected drainage system,Warning
,,,,,,,,,,,,,,28.0,,,,2023-01-28,Updated user configurations,Error
,,,,,,,,,,,,,,29.0,,,,2023-01-29,Cleaned grow trays,Critical
,,,,,,,,,,,,,,30.0,,,,2023-01-30,Repaired broken tubing,Info
,,,,,,,,,,,,,,1.0,,,,2023-01-31,Replaced humidity sensor,OK
,,,,,,,,,,,,,,2.0,,,,2023-02-01,Calibrated light meters,Warning
,,,,,,,,,,,,,,3.0,,,,2023-02-02,Tested nutrient delivery system,Error
,,,,,,,,,,,,,,4.0,,,,2023-02-03,Checked water reservoir,Critical
,,,,,,,,,,,,,,5.0,,,,2023-02-04,Replaced flow sensor,Info
,,,,,,,,,,,,,,6.0,,,,2023-02-05,Tested spray nozzles,OK
,,,,,,,,,,,,,,7.0,,,,2023-02-06,Cleaned misting system,Warning
,,,,,,,,,,,,,,8.0,,,,2023-02-07,Checked fan operation,Error
,,,,,,,,,,,,,,9.0,,,,2023-02-08,Inspected air circulation,Critical
,,,,,,,,,,,,,,10.0,,,,2023-02-09,Recalibrated dosing pump,Info
,,,,,,,,,,,,,,11.0,,,,2023-02-10,Tested heater functionality,OK
,,,,,,,,,,,,,,12.0,,,,2023-02-11,Cleaned debris from system,Warning
,,,,,,,,,,,,,,13.0,,,,2023-02-12,Inspected grow medium,Error
,,,,,,,,,,,,,,14.0,,,,2023-02-13,Repaired broken components,Critical
,,,,,,,,,,,,,,15.0,,,,2023-02-14,Checked nutrient concentration,Info
,,,,,,,,,,,,,,16.0,,,,2023-02-15,Tested filtration system,OK
,,,,,,,,,,,,,,17.0,,,,2023-02-16,Inspected irrigation system,Warning
,,,,,,,,,,,,,,18.0,,,,2023-02-17,Repaired leaking pipe,Error
,,,,,,,,,,,,,,19.0,,,,2023-02-18,Calibrated environmental controls,Critical
,,,,,,,,,,,,,,20.0,,,,2023-02-19,Tested water conductivity,Info
